Supplier Id,Supplier Number,Logo Url,Supplier Name,LinkedIn,URL,Description,Category,Type,Tier,Status,Capability,Business Units,Reference Customers,Address,Email,NACE CODE,Organization,enriched_text,score
87151d82-3bc7-44de-8603-ea440ec32c27,519549,https://cdc3scraper.blob.core.windows.net/public/1fb00902-3a67-49e0-8a22-251e9cb5de31.png,GWK Kuhlmann GmbH,,https://gwk.de,"Since its founding in 1987, GWK Kuhlmann has been the go-to contact for insulation systems in the fields of heat and air conditioning. GWK products have been leaders in the valve insulation market for over 30 years and are well-known across Europe. Having focused on the processing of polyurethane for a long time, GWK has continuously expanded its expertise to include the processing of other materials in recent years, which are selected based on their intended use and insulating properties to develop optimal insulation for every application. The path as an OEM supplier, who designs, engineers, and manufactures tailor-made insulation solutions, is consistently followed and steadily expanded, showing a strong upward trend in recent years. Direct structures in the family business keep decision-making processes short and enhance innovative strength and flexibility.","It seems like you've entered ""nan,"" which may not require translation as it appears to be a term that could refer to ""not a number"" in computing or may simply be a placeholder. If you meant something else, could you please clarify?",company,,,"Insulation systems, air conditioning, valve insulation",,,"DE, Salzkotten, 33154",info@gwk.de,28.29,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems like you've entered ""nan,"" which may not require translation as it appears to be a term that could refer to ""not a number"" in computing or may simply be a placeholder. If you meant something else, could you please clarify?
Insulation systems, air conditioning, valve insulation",0.20248361
0d7d0771-52f0-492e-a10f-33a61b6d00a5,,https://cdc3scraper.blob.core.windows.net/public/default_org.png,Philippine GmbH & Co. Techn. Kunststoffe KG,https://www.linkedin.com/company/philippine-gmbh-&-co-techn-kunststoffe-kg,http://philippine.de,Philippine GmbH & Co. Techn. Kunststoffe KG is a plastics company based in Germany.,"It seems that ""nan"" may not require translation as it likely represents ""not a number"" in a mathematical context. If you meant something else, please provide more context so I can assist you better!",company,,,"Insulation, EPP (Expanded Polypropylene)",,,"DE, Lahnstein, 56112",mlemler@philippine.de,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems that ""nan"" may not require translation as it likely represents ""not a number"" in a mathematical context. If you meant something else, please provide more context so I can assist you better!
Insulation, EPP (Expanded Polypropylene)",0.17655848
39689226-b5ca-4b90-8dc3-eb7d04796e57,,https://cdc3scraper.blob.core.windows.net/public/8ae4a25b-3d5c-4da0-a911-cd23a0680417.jpeg,Overath GmbH,https://www.linkedin.com/company/overath-gmbh,https://www.overath.com/index.php/en/,"Overath GmbH is one of the leading manufacturers of returnable transport packaging and multifunctional insulation boxes with approximately 70 employees. Our company headquarters is located in Lohmar, North Rhine-Westphalia, Germany. We focus on customized solutions made of EPE and EPP foams with high quality standards.

Based on many years of experience in supporting customers through numerous individual developments, our family business has increased productivity and innovative strength.

Overath GmbH is a reliable partner for customers from various industrial sectors.

We stand for sustainability, quality, and flexibility.

For more information, please visit www.overath.com. We look forward to hearing from you!",nan,company,,,"automotive industry, packaging solutions, efficient logistics, individuality, series production, technical innovations, made in Germany, multifunctional boxes, insulating boxes, food transportation, E-Food, CIM, processing of foams, foam packaging, customized solutions, inner packaging for load carriers, gastronomy, innovations, creativity, sustainability, advanced technology",,,"DE,null, Lohmar,  null, null, 53797",michael.vongruben@overath.com,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"nan
automotive industry, packaging solutions, efficient logistics, individuality, series production, technical innovations, made in Germany, multifunctional boxes, insulating boxes, food transportation, E-Food, CIM, processing of foams, foam packaging, customized solutions, inner packaging for load carriers, gastronomy, innovations, creativity, sustainability, advanced technology",0.16552094
de70639a-c9d0-4258-90df-9b4a7dd71296,,https://cdc3scraper.blob.core.windows.net/public/1a356b59-a965-4fe8-a01a-80be40015e29.jpeg,RUCH NOVAPLAST GmbH + Co. KG,https://www.linkedin.com/company/ruch-novaplast-gmbh,http://www.ruch.de,RUCH NOVAPLAST is your specialist in developing and producing solutions made of expanded polystyrene (EPS) and expanded polypropylene (EPP).,"It seems like ""nan"" doesn't have a specific meaning in this context. Could you please provide more information or clarify what you would like to know?",company,,,"Lightweight housings for ventilation and air conditioning systems as well as heat pumps, load carriers, and series automotive parts, crash elements for motorcycles and protective helmets, manufacturing, assembly, final inspection, storage, and distribution, SHAPING IDEAS.",,,"DE, Appenweierer Straße 51+54, 77704",fregener@ruch.de,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems like ""nan"" doesn't have a specific meaning in this context. Could you please provide more information or clarify what you would like to know?
Lightweight housings for ventilation and air conditioning systems as well as heat pumps, load carriers, and series automotive parts, crash elements for motorcycles and protective helmets, manufacturing, assembly, final inspection, storage, and distribution, SHAPING IDEAS.",0.14542648
1e09e91f-a4c8-44e4-a232-235b6c797507,330018,https://cdc3scraper.blob.core.windows.net/public/2cb890cb-2d55-43fc-8def-fbf4a301522b.png,Schlaadt Plastics GmbH,https://www.linkedin.com/company/10921458?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10921458%2Cidx%3A1-1-1%2CtarId%3A1474970059852%2Ctas%3Aschlaadt%20untern,https://schlaadt.de,"Schlaadt stands for innovation, quality, and reliability when it comes to particle foam. Our company, based in Lorch am Rhein, can look back on a successful 100-year history. Together with you, we will continue to write this story and keep developing. We see our customers as part of our recipe for success and want to actively shape the future with them. Here we give you an insight into our established company structure and the exciting history, uphold our promise of quality through unwavering principles, and show you which guidelines are formative for our company. Schlaadt is a fourth-generation family-run medium-sized company in the best sense of the word: close to the customer, close to the market. We act according to the principle: future needs origin.",It seems like your input is incomplete or unclear. Could you please provide more context or clarify what you would like to have translated?,company,,,"Recycling, logistics, development, assembly.",,,"DE, Lorch / Rh., 65391",N.Keller@schlaadt.de,22.21,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems like your input is incomplete or unclear. Could you please provide more context or clarify what you would like to have translated?
Recycling, logistics, development, assembly.",0.29216704
33a303cc-a567-4674-8093-13596a618082,A22982,https://cdc3scraper.blob.core.windows.net/public/2340db98-bc33-4d70-99aa-79ff26b03dd0.jpeg,360DegreeCloud-F,https://www.linkedin.com/company/mercanis/,https://www.360degreecloud.com/,"360 Degree Cloud is a cloud services provider based in Faridabad, India, founded in 2012. Their team of 165 employees specializes in CRM consulting, mobile app development, and web development for clients of all sizes in the advertising, business services, and consumer products industries. 360 Degree Cloud performed web development for a clothing design company. They assisted the client on several Salesforce development projects, enabling the client to integrate the software more effectively into their existing framework. The client reported that the new system has resulted in increased profits and conversion rates.",Injection molding machines,company,,Approved,"Salesforce, SFDC, Salesforce Consulting, Salesforce Implementation, VueJS",,"ExpertIQ,TCS Dash,B-Star","IN, Faridabad, 101213",supplier.mercanis+360DegreeCloudF@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Injection molding machines
Salesforce, SFDC, Salesforce Consulting, Salesforce Implementation, VueJS",0.123375826
64dff187-b848-498c-a990-581f635e8244,,https://cdc3scraper.blob.core.windows.net/public/2b609828-69e9-4a30-b7c5-ff95c17f9dc1.jpeg,GPSolutions-F,https://www.linkedin.com/company/mercanis/,https://www.gpsolutions.com/,"GP Solutions is a software development company headquartered in Munich, Germany, that specializes in web development, custom software development, and web design. Founded in 2002, the company builds custom web applications to help clients realize their business goals. With just under 150 employees, GP Solutions works with enterprise and mid-market companies in the IT and hospitality industries, offering end-to-end solutions that increase traffic, drive sales, and connect with consumers. GP Solutions assisted a technology firm in improving customer satisfaction and reaching a larger audience by developing a variable pricing calculator and designing a new website on a modern CMS. The engagement resulted in a significant increase in process efficiency and received positive feedback from users.",Civil engineering,company,,Approved,"Software Development, API, Integration, Flutter, Swift","CdC1,CdC2","Air Canada,BlueShift Technologies,Tallink,Nymbus,Versonix","DE, Berlin, 10405",supplier.mercanis+GPSolutionsF@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Civil engineering
Software Development, API, Integration, Flutter, Swift",0.096283644
e5ea38f4-0ac6-4947-8694-3f53c9243da0,,https://cdc3scraper.blob.core.windows.net/public/e1f3f8d7-f2ed-490f-bc56-9af76fe7f953.jpeg,agileful-F,https://www.linkedin.com/company/mercanis/,https://www.agileful.com/,"Founded in 2018, agileful is a development company based in Berlin. They provide web development, mobile app development, and artificial intelligence services to small businesses and some midmarket clients. Their artificial intelligence work focuses on machine learning and natural language processing. agileful provided frontend development for a fraud detection web application using React.js.",Mechanical plastic parts,company,,Approved,"Software Development, API, Integration, IT Consultancy, App Development, Flutter, Swift, App Development",AirMercanis,"ClubCollect,24metrics,Jahan Info,Fleet Spark","DE, Berlin, 10405",maximilian.meschkov+agileful@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Mechanical plastic parts
Software Development, API, Integration, IT Consultancy, App Development, Flutter, Swift, App Development",0.1984992
5e02fefc-dfd0-4d1c-be2d-227cb0026d2c,,https://cdc3scraper.blob.core.windows.net/public/2b499300-d128-441e-b080-0a047bd1235a.jpeg,North Kingdom,https://linkedin.com/company/north-kingdom,https://northkingdom.com,"They are a digital creative agency from Sweden. Their headquarters and heritage are in the far north, in a small town next to the Arctic Circle called Skellefteå. Through years of innovation and exploration in the digital medium, they have maintained what they deem important – creative freedom, quality of work, and curiosity – always staying grounded and in high spirits. They like to see themselves as a small, flexible, fast-moving team with big ideas. They have friends and partners all over the world to help them bring those ideas to life.",Professional Services,company,,Approved,"Educational Organizations, Online Learning Companies, Software Companies",,"Google,Fx,Moog,ICP,Warner Bros,LEGO,Disney,Netflix","SE, Skellefteå, ",info@northkingdom.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Professional Services
Educational Organizations, Online Learning Companies, Software Companies",0.048307307
72896749-f4be-4aaa-8ddf-8e84b5f30f4f,,https://cdc3scraper.blob.core.windows.net/public/25916bd9-bc63-41cf-89bf-b3cd894f92a5.jpeg,NCode Technologies Inc,linkedin.com/company/ncode-technologies-inc-,https://ncodetechnologies.com,"NCode Technologies, Inc. is constantly striving to provide innovative digital IT solutions to SMEs and enterprises worldwide. We understand client requirements and make a sincere effort to deliver Websites & Mobile Apps that align with the client's vision for their projects. We consistently exceed customer expectations due to our expertise in various technologies, including PHP, ASP.NET, Mobile Apps, CMS Platforms, Testing, and emerging technologies, along with experience that spans diverse industries.

NCode Technologies, Inc. is one of the reputable companies in the field of information technology and we consider our valued clientele’s requirements to be our top priority. We offer comprehensive web and mobile app solutions for small to large enterprises and we are your offshore Web & Mobile app development partner.

What’s unique about NCode Technologies, Inc. is our ability to bring together smart and talented thinkers and unleash their combined creativity. Our highly skilled team of",Housing Luxembourg,company,,Approved,"Ecommerce Solutions, PHP Development, Magento Solutions, DotNetNuke Development, nopCommerce Development, CodeIgniter Development, Laravel Development, WordPress/WooCommerce Development, Shopify Development, Web Development, CMS Development, iPhone App Development, Android App Development, Web Development, Mobile App Development, E-Commerce Development, Retailers, Online Retailers, Software Companies, Web Design Companies.",,"Kidpod,CreaPharma.ch,Papilior,Lavender Android App,Expified,Astral Pipes,Elision,Tradvisor,POC Generator,Relfo","IN, Ahmedabad, 380009",info@ncodetechnologies.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Housing Luxembourg
Ecommerce Solutions, PHP Development, Magento Solutions, DotNetNuke Development, nopCommerce Development, CodeIgniter Development, Laravel Development, WordPress/WooCommerce Development, Shopify Development, Web Development, CMS Development, iPhone App Development, Android App Development, Web Development, Mobile App Development, E-Commerce Development, Retailers, Online Retailers, Software Companies, Web Design Companies.",-0.0061035315
8763adae-9870-41c4-a891-4d5f46fc64eb,,https://cdc3scraper.blob.core.windows.net/public/52314373-5f1d-4394-962d-5a3221dd9471.png,mercanis-demo,,http://mercanis-demo.com,Unlock the full potential of your service providers. Energize collaboration across your company while digitizing your sourcing process from start to finish. Mercanis allows you to utilize smart data and frees up your time through process automation.,Strategy Consulting,company,,Approved,"consumer genetics, genetic research, computational biology, bioinformatics, software engineering, cancer, cardiovascular disease, family history, cancer genetics, personalized medicine, health, prevention, health services",,,"DE, Berlin, 94010",tarun.sharma@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Strategy Consulting
consumer genetics, genetic research, computational biology, bioinformatics, software engineering, cancer, cardiovascular disease, family history, cancer genetics, personalized medicine, health, prevention, health services",0.046357986
b1e933de-b3e5-48a4-b299-9011eaa6cc9f,,https://cdc3scraper.blob.core.windows.net/public/fa158e4b-7b91-4ccf-ac5d-e83bc1fc7fbf.jpeg,Netguru,https://linkedin.com/company/netguru,https://netguru.com,"Netguru is a consultancy, product design, and software development company founded in 2008. The company works with large brands and fast-growing startups in various industries such as finance, education, and even robotics. Netguru has completed over 700 projects and has more than 700 employees working from around the world. Netguru designed and developed the frontend of a mobile application for a data insights company. Using React Native, the team developed the frontend of the product. Netguru delivered exceptional services, establishing themselves as a true partner.",Events in Munich,company,,Approved,"consulting, web development, mobile development, product design, user experience, user interface, product design sprint, code review, finance, security, property, healthcare, and entertainment.",CdC3,"IKEA,Volkswagen,Damac,temi,Tourlane,Payback","PL, Poznań, null, 61-756",hi@netguru.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Events in Munich
consulting, web development, mobile development, product design, user experience, user interface, product design sprint, code review, finance, security, property, healthcare, and entertainment.",0.07376502
5854b09a-a33e-4d21-a595-2be5741fa0cb,2739,https://cdc3scraper.blob.core.windows.net/public/53136690-e4d2-405d-9c11-d1fb0d0b2ae4.jpeg,Codete,https://linkedin.com/company/codete,https://codete.com,"Codete is a Berlin-based IT consulting and software development company. They were founded in 2010 and have a team of 104 employees who specialize in AI, big data consulting, and mobile app development. They mainly work with mid-market and enterprise clients in the financial services, automotive, and eCommerce industries. Codete upgraded the website of a study abroad company. They took over the development of the client’s site, including a custom CRM and a content management system for schools. The client reports that, after the upgrade, the site loaded 60% faster, and their traffic had doubled.",Injection molding machines,company,,Reviewing,"Web Development, Mobile Development, Enterprise Application, Software Development, Big Data, Machine Learning, AI, Data Science, Consulting, IoT, Backend, API, Javascript, Software, IT Development, Tech","Airmercanis,CdC2,Subsidiary X","Wells Fargo,Gelato Group,BMW","PL, Kraków, 30-527",mail@codete.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Injection molding machines
Web Development, Mobile Development, Enterprise Application, Software Development, Big Data, Machine Learning, AI, Data Science, Consulting, IoT, Backend, API, Javascript, Software, IT Development, Tech",-0.014931139
8e4de0b5-d23e-4f9f-9943-2429e5f78548,,https://cdc3scraper.blob.core.windows.net/public/f6621626-1a41-4173-aa3f-aa11544229a0.jpeg,Herzog & de Meuron,https://www.linkedin.com/company/herzog-&-de-meuron/,https://www.herzogdemeuron.com/,"ecture Prize, the European Union Prize for Contemporary Architecture, and the Royal Institute of British Architects (RIBA) Gold Medal. Herzog & de Meuron is known for its innovative approach, commitment to craftsmanship, and dedication to context, resulting in unique and site-specific architecture that enhances the cultural and social fabric of its environment.",CNC machines,,,Approved,"Design, construction, project management, maintenance, planning.",,,"CH, Basel, 4056",supplier.mercanis+herzog@mercanis.com,71.11,236db717-9b5d-44ab-8989-ad99639549f5,"CNC machines
Design, construction, project management, maintenance, planning.",0.16667625
29df80d0-c556-4f98-a043-a474db9d19c9,,https://cdc3scraper.blob.core.windows.net/public/794b3ea7-d2cb-4e87-b679-631348dd3ce6.jpeg,Foster and Partners,https://www.linkedin.com/company/foster-&-partners,https://www.fosterandpartners.com,"Foster + Partners is a global studio for architecture, urbanism, and design, all rooted in sustainability and founded by Norman Foster in 1967. Since then, he and his team have established an international practice with a worldwide reputation. With offices around the globe, we operate as a single studio that is both ethnically and culturally diverse.",Deep drawing machines,,,Approved,"Architecture, Structural Engineering, Environmental Engineering, Industrial Design, Urban Planning, Project Management, Interiors, Sustainability, Design Management, Workplace Consultancy, Applied Research and Development.",,,"GB, London, SW11 4AN",supplier.mercanis+foster@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Deep drawing machines
Architecture, Structural Engineering, Environmental Engineering, Industrial Design, Urban Planning, Project Management, Interiors, Sustainability, Design Management, Workplace Consultancy, Applied Research and Development.",0.14523035
59d4ca46-3af7-4834-97ca-490c1a30a200,,https://cdc3scraper.blob.core.windows.net/public/9dd23779-e3df-4157-bb3e-ccb2117683a7.jpeg,J. MAYER H. und Partner,https://www.linkedin.com/company/j-mayer-h-und-partner-architekten,https://jmayerh.de,"J. MAYER H. and Partners, Architects focus on projects at the intersection of architecture, communication, and new technology. From urban planning schemes and buildings to installation works and objects using new materials, the relationship between the human body, technology, and nature forms the basis for a new production of space.

J. MAYER H. was founded in 1996 by Jürgen Mayer H. in Berlin. In January 2014, Andre Santer and Hans Schneider joined as partners in the firm. Jürgen Mayer H. studied at Stuttgart University, The Cooper Union, and Princeton University. His work has been published and exhibited worldwide and is part of numerous collections, including MoMA New York, SF MoMA, and several private collections. National and international awards include the Mies van der Rohe Award - Emerging Architect Special Mention 2003, Winner of the Holcim Award Bronze 2005, and Winner of the Audi Urban Future Award 2010. Jürgen Mayer H. has taught at Princeton University, the University of the Arts Berlin, and Harvard.",Property Damage Insurances,,,Approved,"Design, Construction, Renovation, Maintenance, Project Management, Consultation",,,"DE, Berlin, 10623",mercanis.supplier+jmayer@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Property Damage Insurances
Design, Construction, Renovation, Maintenance, Project Management, Consultation",0.19336344
3c538316-8715-4000-bd16-fecab38420ec,,https://cdc3scraper.blob.core.windows.net/public/feea64c7-7cd1-4131-afdf-b8de72eb198e.jpeg,David Chipperfield,https://www.linkedin.com/company/david-chipperfield-architects,https://davidchipperfield.com/offices/london,"David Chipperfield Architects was founded in London by David Chipperfield in 1985. Since then, the practice has won numerous international competitions and completed over 100 projects. Its diverse international body of work includes cultural, residential, commercial, and educational buildings and spaces for both the private and public sectors, as well as civic projects and urban master plans. The offices in London, Berlin, Milan, and Shanghai contribute to the wide range of projects and typologies. Together, the four offices drive common architectural ambitions and share a commitment to the collaborative aspect of creating architecture. The practice’s work is characterized by meticulous attention to the concept and details of every project, and a relentless focus on refining design ideas to arrive at a solution that is architecturally, socially, and intellectually coherent. David Chipperfield Architects has won more than 100 international awards and citations for design excellence, including the RIBA St...",Cooling Systems,,,Reviewing,"Planning, maintenance, architecture, construction, design, project management",,,"GB, London, WC2R 2ND",supplier.mercanis+david@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Cooling Systems
Planning, maintenance, architecture, construction, design, project management",0.22068252
f89f02a6-c50e-49a0-8e37-716aef802df4,20000121,https://cdc3scraper.blob.core.windows.net/public/24b07304-8423-49f7-818e-032655c0182d.jpeg,ADOLF WÜRTH GmbH & Co.KG,https://www.linkedin.com/company/wuerth-group,http://www.wuerth.com,"iminary figures, the Würth Group achieved a turnover of around 17.1 billion euros in the previous year. The company's commitment to innovation and sustainability is reflected in its ongoing investments in new technologies and environmentally friendly practices. By continuously expanding its product range and enhancing its services, the Würth Group aims to solidify its leading position in the global market while providing value to its customers and partners.",Travel,company,,Approved,"Screws, tools","Subsidiary 1,CdC1",,"DE, Künzelsau, 74653",supplier.mercanis+wuerth@mercanis.com,45.31,236db717-9b5d-44ab-8989-ad99639549f5,"Travel
Screws, tools",0.20223196
e2d493cb-2d73-4a1b-8d55-b70d73e82621,,https://cdc3scraper.blob.core.windows.net/public/ac67b5a5-a8c2-4fb8-b355-405a7b77c10f.jpeg,Autohaus Josef Pickel GmbH,https://www.linkedin.com/company/autohaus-josef-pickel-gmbh-&-co-kg,https://www.autohaus-pickel-erlangen.de/,"We are a Mercedes-Benz partner for the brokerage of vehicles (cars, vans, and trucks) and services. We represent the brands Mercedes-Benz, Smart, and Fuso. Our range of services extends from consulting to service - maintenance and repair, body and paint damage, tire changes and storage, vehicle care (car and truck washing facilities), and mobility services. In addition, our 24-hour team is available for you around the clock. We look forward to your visit!","Nuts, Bolts",company,,Reviewing,"Sales, Leasing, Repairs, Diagnostics",,,"DE, Erlangen, 91056",supplier.mercanis+pickel@mercanis.com,45.11,236db717-9b5d-44ab-8989-ad99639549f5,"Nuts, Bolts
Sales, Leasing, Repairs, Diagnostics",0.28704822
bce647f3-4234-411d-9131-3fb990bc6b33,,https://cdc3scraper.blob.core.windows.net/public/d96bfb9a-eadc-4c02-b829-be743792e4ce.jpg,Ernst Jüntgen GmbH,https://www.linkedin.com/company/ernst-j%C3%BCntgen-gmbh,https://juentgen-ernst.de/,"Ernst Jüntgen GmbH is a retail company located at 11 An den Eichen, Solingen, Germany. Bodywork from A to Z - As a brand-independent workshop, we paint and repair all vehicle brands. The principle ""Repair before Renew"" is our top priority, and we do this at the highest quality level. In our bodywork department, our professionals carry out repair work on your vehicle expertly.",Real Estate,company,,Approved,"Repairs, Maintenance, Diagnostics, Servicing, Inspection, Body Repair, Painting",,,"DE, Sollingen, 42699",supplier.mercanis+juentgen@mercanis.com,45.20,236db717-9b5d-44ab-8989-ad99639549f5,"Real Estate
Repairs, Maintenance, Diagnostics, Servicing, Inspection, Body Repair, Painting",0.21639365
25839359-8c7f-4ed5-a9da-6105b5298b8b,,https://cdc3scraper.blob.core.windows.net/public/3df1cc11-021e-4e38-bc0e-70177eafaa74.jpeg,Fleet Connect GmbH,https://www.linkedin.com/company/fleet-connect,https://www.fleetconnect.de/,"With over 20,000 equipped vehicles, Germany's leading TomTom Telematics specialist.  
More than 15 years of experience.  
Over 4,000 commercial customers.  
More than 50,000 telematics and navigation systems sold.

Our experience and know-how ensure the success of your investment. We are number 1 when it comes to Webfleet! We also provide you with comprehensive advice on various Webfleet (formerly TomTom Telematics) systems and help you find a solution that best meets your requirements.",Studio,company,,Approved,"Location systems, navigation, accessories, fleet management",,,"DE, Leipzig, 4129",supplier.mercanis+fleet@mercanis.com,63.99,236db717-9b5d-44ab-8989-ad99639549f5,"Studio
Location systems, navigation, accessories, fleet management",0.09524811
ff0cad6c-0269-4343-9a49-253cfcf70b89,,https://cdc3scraper.blob.core.windows.net/public/bba4da20-f719-4c08-ab44-f8c687bf3d1e.jpeg,Beresa OWL GmbH & Co. KG,https://www.linkedin.com/company/beresade,https://www.beresa.de/wer-wir-sind/organisation/standorte/bielefeld,"BERESA, along with the brand companies of Daimler AG, is one of the largest car trading groups within the Mercedes-Benz organization. The brand values are characterized by a high level of innovation and customer orientation. In the economic triangle of Münster, Osnabrück, and Bielefeld, BERESA, with approximately 1,100 employees at 17 locations, is the first address for exclusive product, service, finance, and mobility solutions. Since the fourth quarter of 2021, the car trading group has represented the Hyundai brand at four locations in addition to Mercedes-Benz. There, in addition to sales, financing, leasing, and subscriptions, all service offerings for the model range of the South Korean manufacturer are also provided.","Set, stage, exhibition construction & design",company,,Approved,"cars, passenger cars, vans, trucks, transporters, workshop, accessories",,,"DE, Gütersloh, 33332",mercani.supplier+beresa@mercanis.com,45.11,236db717-9b5d-44ab-8989-ad99639549f5,"Set, stage, exhibition construction & design
cars, passenger cars, vans, trucks, transporters, workshop, accessories",0.27950966
f2e016e9-f644-4e00-a6cf-eb448e745ca3,,https://cdc3scraper.blob.core.windows.net/public/4acabb82-3cf4-40d8-ba11-8bc6cb03877a.jpeg,Stromag GmbH,https://www.linkedin.com/company/stromag-gmbh,https://www.stromag.com,"With a focus on engineering for efficiency, Stromag couplings, clutches, brakes, and limit switches deliver superior performance across a wide range of industrial applications worldwide. Founded in 1932, Stromag has evolved into a globally recognized leader in the development and manufacture of innovative power transmission components for industrial drivetrain applications. Stromag engineers leverage the latest design technologies and materials to provide creative, energy-efficient solutions that meet their customers' most challenging requirements.",Non-Alcoholic Drinks,company,,Reviewing,"Engineering for Efficiency, Wind Energy Products, Electric Motors, Crane Hoisting, Industrial Applications, Oil and Gas, Renewable Energies, Clutches, Brakes",,,"DE, , ",supplier.mercanis+stromag@mercanis.com,28.15,236db717-9b5d-44ab-8989-ad99639549f5,"Non-Alcoholic Drinks
Engineering for Efficiency, Wind Energy Products, Electric Motors, Crane Hoisting, Industrial Applications, Oil and Gas, Renewable Energies, Clutches, Brakes",0.13922435
a747d47e-1156-4dac-a968-b9548ecc8dfb,120429312,https://cdc3scraper.blob.core.windows.net/public/0407f437-a7a0-423b-988f-29a2ebcf0330.jpeg,Bilfinger Industrial Services GmbH,https://www.linkedin.com/company/bilfinger/,https://bis-austria.bilfinger.com/,"Bilfinger is a leading international industrial services provider. The Group enhances the efficiency of assets, ensures a high level of availability, and reduces maintenance costs. The portfolio covers the entire value chain from consulting, engineering, manufacturing, assembly, maintenance, and plant expansion to turnarounds, and also includes environmental technologies and digital applications.",Housing Luxembourg,company,,Approved,"Services for industrial facilities, Modernization, Efficiency Enhancements, Manufacture and Assembly, Design and Execution, Industrial Maintenance, Consulting, Plant Expansion, Environmental Technologies, Logistics.","CdC3,Marketing,Subsidiary X","Siemens,E.ON,Air Liquide,CERN,AREVA,EnBW,ExxonMobil,Vattenfall,Shell Oil Deutschland,Kraftwerk Westfalen","AT, Linz, 4030",supplier.mercanis+bilfinger@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Housing Luxembourg
Services for industrial facilities, Modernization, Efficiency Enhancements, Manufacture and Assembly, Design and Execution, Industrial Maintenance, Consulting, Plant Expansion, Environmental Technologies, Logistics.",0.12973255
ecad62dd-e7e7-42e4-a08b-b7264b45451a,,https://cdc3scraper.blob.core.windows.net/public/2d7cefb9-5b2a-4ea4-af86-0c73d223e42c.png,McKinsey,https://www.linkedin.com/company/mckinsey/,https://www.mckinsey.com/,Consulting services,HR,company,,Blacklisted,Consulting,AirMercanis,,"US, New York city, 10001",supplier.mercanis+mckinsey@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"HR
Consulting",0.097625054
5b160e66-50da-4655-bffd-1264cd912856,5790,https://cdc3scraper.blob.core.windows.net/public/8b93780f-c77e-4d70-9d27-ce5fdcc62963.jpeg,Boston Consulting Group (BCG),https://www.linkedin.com/company/boston-consulting-group,http://www.bcg.com,"Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and seize their greatest opportunities. BCG was a pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to adopt a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantages, and drive positive societal impact. Our diverse, global teams bring deep industry and functional expertise along with a variety of perspectives that challenge the status quo and inspire change. BCG delivers solutions through cutting-edge management consulting, technology and design, as well as corporate and digital ventures. We operate in a uniquely collaborative model across the firm and throughout all levels of the client organization, driven by the goal of helping our clients thrive and enabling them to make the world a better place. BCG Privacy Policy: https://www.bcg.com/about/privacy-policy.aspx",Test,company,,Approved,"Consumer insight, corporate development, corporate finance, digital economy, globalization, growth, information technology, innovation, marketing & sales, operations, people & organization, post-merger integration, risk management, strategy, sustainability, transformation.","Marketing,Subsidiary X,Finance","BMW,Linde,Adidas,Nike,Magna","US, Boston, 2210",supplier.mercanis+bcg@mercanis.com,,236db717-9b5d-44ab-8989-ad99639549f5,"Test
Consumer insight, corporate development, corporate finance, digital economy, globalization, growth, information technology, innovation, marketing & sales, operations, people & organization, post-merger integration, risk management, strategy, sustainability, transformation.",0.11107707
